Game;Score;Time;X_position;Cause_of_end
397;2852;367;3563.5;Enemy
398;1276;377;2240.125;Fall
399;1276;377;2240.125;Fall
400;4368;0;4448.25;Time
401;4352;0;4448.25;Time
402;1276;378;2240.125;Fall
403;1276;377;2240.125;Fall
404;1260;379;2240.25;Fall
405;4052;0;4448.125;Time
406;2272;369;3367.625;Enemy
407;4568;0;4448.25;Time
408;256;394;650.25;Enemy
409;256;394;650.25;Enemy
410;2072;368;3363.25;Enemy
411;256;394;650.25;Enemy
412;2272;367;3367.375;Enemy
413;256;394;650.25;Enemy
414;808;0;1440.25;Time
415;2004;361;3367.625;Enemy
416;1404;368;2489.75;Enemy
417;1304;367;2488.625;Enemy
418;708;0;1440;Time
419;1972;369;3367.0;Enemy
420;1008;367;2240.25;Fall
421;1688;362;3367.0;Enemy
422;1688;362;3368.375;Enemy
423;2524;336;4928.0;Fall
424;440;390;612.125;Enemy
425;240;392;618.25;Enemy
426;1376;373;2240.25;Fall
427;1276;375;2240.25;Fall
428;24598;327;6528.5;Win
429;2508;343;4928.5;Fall
430;1888;361;3365.5;Enemy
431;1888;362;3369.625;Enemy
432;1716;371;2792.625;Fall
433;1888;365;3369.75;Enemy
434;1848;364;2800.75;Fall
435;1872;369;3367.625;Enemy
436;1848;364;2799.5;Fall
437;1716;371;2784.75;Fall
438;1168;0;1792;Time
439;256;394;650.25;Enemy
440;256;394;650.25;Enemy
441;256;394;650.25;Enemy
442;256;394;650.25;Enemy
443;256;394;650.25;Enemy
444;256;394;650.25;Enemy
445;256;394;650.25;Enemy
446;256;394;650.25;Enemy
447;256;394;650.25;Enemy
448;256;394;650.25;Enemy
449;256;394;650.25;Enemy
450;256;394;650.25;Enemy
451;256;394;650.25;Enemy
452;256;394;650.25;Enemy
453;256;394;650.25;Enemy
454;256;394;650.25;Enemy
455;256;394;650.25;Enemy
456;256;394;648.875;Enemy
457;256;394;650.25;Enemy
458;256;394;650.25;Enemy
459;256;394;650.25;Enemy
460;256;394;648.875;Enemy
461;256;394;650.25;Enemy
462;256;394;650.25;Enemy
463;256;394;650.0;Enemy
464;256;394;650.25;Enemy
465;256;394;650.25;Enemy
466;256;394;650.25;Enemy
467;256;394;650.25;Enemy
468;256;394;650.25;Enemy
469;256;394;650.25;Enemy
470;256;394;648.875;Enemy
471;256;392;646.375;Enemy
472;256;394;650.25;Enemy
473;256;392;644.5;Enemy
474;256;392;640.5;Enemy
475;256;394;649.875;Enemy
476;256;394;650.25;Enemy
477;256;394;650.0;Enemy
478;256;394;650.25;Enemy
479;256;394;650.25;Enemy
480;256;394;650.25;Enemy
481;240;393;626.125;Enemy
482;256;394;650.25;Enemy
483;240;391;622.25;Enemy
484;240;393;626.125;Enemy
485;256;394;650.25;Enemy
486;256;392;642.75;Enemy
487;240;391;626.125;Enemy
488;240;391;626.125;Enemy
489;240;391;624.625;Enemy
490;256;392;644.5;Enemy
491;256;392;636.875;Enemy
492;256;392;639.25;Enemy
493;240;391;623.125;Enemy
494;240;391;627.375;Enemy
495;240;391;622.25;Enemy
496;256;392;646.875;Enemy
497;240;391;626.125;Enemy
498;240;391;622.25;Enemy
499;256;392;646.875;Enemy
500;240;391;628.25;Enemy
501;256;392;636.875;Enemy
502;256;392;639.25;Enemy
503;240;391;626.125;Enemy
504;256;392;643.375;Enemy
505;240;391;627.375;Enemy
506;256;392;640.75;Enemy
507;256;392;636.875;Enemy
508;256;392;638.375;Enemy
509;240;391;629.75;Enemy
510;256;392;640.75;Enemy
511;256;392;638.125;Enemy
512;240;391;626.125;Enemy
513;256;392;645.0;Enemy
514;240;391;624.625;Enemy
515;256;392;643.375;Enemy
516;240;391;626.125;Enemy
517;256;392;644.5;Enemy
518;240;391;629.75;Enemy
519;256;392;640.75;Enemy
520;256;392;638.125;Enemy
521;240;391;626.125;Enemy
522;256;392;646.875;Enemy
523;240;391;626.125;Enemy
524;256;392;643.375;Enemy
525;240;391;628.25;Enemy
526;240;391;626.125;Enemy
527;240;391;621.0;Enemy
528;256;392;644.5;Enemy
529;240;391;626.125;Enemy
530;256;392;646.875;Enemy
531;240;391;629.75;Enemy
532;256;392;638.125;Enemy
533;256;392;641.5;Enemy
534;256;392;641.5;Enemy
535;256;392;641.5;Enemy
536;256;392;641.5;Enemy
537;240;391;628.25;Enemy
538;256;392;644.5;Enemy
539;256;392;641.5;Enemy
540;256;392;641.5;Enemy
541;256;392;641.5;Enemy
542;240;391;626.125;Enemy
543;256;392;644.5;Enemy
544;240;391;624.625;Enemy
545;256;392;643.25;Enemy
546;240;391;626.125;Enemy
547;256;392;643.25;Enemy
548;240;391;626.125;Enemy
549;256;392;643.25;Enemy
550;240;391;624.625;Enemy
551;256;392;646.375;Enemy
552;240;391;624.625;Enemy
553;256;392;643.375;Enemy
554;240;391;626.125;Enemy
555;256;392;644.5;Enemy
556;240;391;629.75;Enemy
557;240;391;627.375;Enemy
558;240;391;626.125;Enemy
559;256;392;646.375;Enemy
560;240;391;627.375;Enemy
561;240;391;626.125;Enemy
562;256;392;643.375;Enemy
563;240;391;627.375;Enemy
564;240;391;627.375;Enemy
565;240;391;621.0;Enemy
566;256;392;643.25;Enemy
567;240;391;628.25;Enemy
568;240;391;628.25;Enemy
569;240;391;622.25;Enemy
570;256;392;642.75;Enemy
571;256;392;641.5;Enemy
572;256;392;641.5;Enemy
573;256;392;641.5;Enemy
574;240;391;627.375;Enemy
575;240;391;626.125;Enemy
576;240;393;626.125;Enemy
577;256;394;650.25;Enemy
578;256;392;645.25;Enemy
579;256;392;641.5;Enemy
580;256;392;641.5;Enemy
581;240;391;623.125;Enemy
582;256;392;645.0;Enemy
583;256;392;640.5;Enemy
584;240;391;624.625;Enemy
585;256;392;646.375;Enemy
586;240;391;627.375;Enemy
587;256;392;646.0;Enemy
588;256;392;641.5;Enemy
589;256;392;641.5;Enemy
590;256;392;641.5;Enemy
591;256;392;643.125;Enemy
592;256;392;641.5;Enemy
593;256;392;644.5;Enemy
594;240;391;621.0;Enemy
595;256;394;650.25;Enemy
596;240;391;624.625;Enemy
597;256;392;644.5;Enemy
598;256;392;645.25;Enemy
599;256;392;641.5;Enemy
600;240;391;626.125;Enemy
601;256;392;646.375;Enemy
602;240;391;628.25;Enemy
603;256;392;644.5;Enemy
604;240;391;626.125;Enemy
605;256;392;646.375;Enemy
606;240;391;628.25;Enemy
607;256;392;644.5;Enemy
608;240;391;624.625;Enemy
609;256;392;646.375;Enemy
610;240;391;626.125;Enemy
611;256;392;645.0;Enemy
612;240;391;624.625;Enemy
613;256;392;644.5;Enemy
614;256;392;645.25;Enemy
615;256;392;641.5;Enemy
616;240;391;626.125;Enemy
617;240;393;626.125;Enemy
618;240;392;628.25;Enemy
619;256;394;650.25;Enemy
620;256;392;642.75;Enemy
621;256;392;641.5;Enemy
622;240;391;627.375;Enemy
623;240;391;626.125;Enemy
624;256;392;644.5;Enemy
625;240;391;623.125;Enemy
626;240;393;624.625;Enemy
627;256;394;650.25;Enemy
628;240;391;626.125;Enemy
629;256;392;644.5;Enemy
630;240;391;623.125;Enemy
631;256;392;646.375;Enemy
632;240;391;626.125;Enemy
633;256;392;642.625;Enemy
634;256;392;645.25;Enemy
635;256;392;641.125;Enemy
636;240;391;623.125;Enemy
637;256;394;650.25;Enemy
638;240;391;626.125;Enemy
639;256;392;643.25;Enemy
640;256;392;641.5;Enemy
641;256;392;643.125;Enemy
642;240;391;629.75;Enemy
643;256;392;643.25;Enemy
644;256;392;644.0;Enemy
645;240;391;623.125;Enemy
646;256;394;650.25;Enemy
647;240;391;623.125;Enemy
648;240;392;622.25;Enemy
649;256;394;650.25;Enemy
650;240;391;624.625;Enemy
651;256;392;644.5;Enemy
652;240;391;624.625;Enemy
653;240;392;628.25;Enemy
654;256;394;650.25;Enemy
655;256;392;644.0;Enemy
656;256;392;646.0;Enemy
657;240;391;623.125;Enemy
658;240;392;622.25;Enemy
659;256;394;650.25;Enemy
660;240;391;622.25;Enemy
661;256;392;644.5;Enemy
662;256;392;642.75;Enemy
663;240;391;624.625;Enemy
664;256;394;650.25;Enemy
665;240;391;621.0;Enemy
666;256;394;650.25;Enemy
667;240;391;624.625;Enemy
668;240;393;624.625;Enemy
669;256;394;650.25;Enemy
670;240;391;622.25;Enemy
671;256;394;650.25;Enemy
672;240;391;622.25;Enemy
673;256;394;650.25;Enemy
674;256;392;646.0;Enemy
675;256;392;642.75;Enemy
676;240;393;626.125;Enemy
677;256;394;650.25;Enemy
678;256;392;646.125;Enemy
679;256;392;646.125;Enemy
680;256;392;646.125;Enemy
681;256;392;645.0;Enemy
682;240;392;628.25;Enemy
683;256;394;650.25;Enemy
684;256;392;642.625;Enemy
685;240;393;626.125;Enemy
686;256;394;650.25;Enemy
687;240;391;622.25;Enemy
