Game;Score;Time;X_position;Cause_of_end
68;1408;335;2239.625;Fall
69;1680;349;2804.125;Fall
70;1208;362;2232.375;Fall
71;1436;350;2487.125;Enemy
72;3404;296;4072.375;Enemy
73;1392;369;2237.0;Fall
74;3676;297;3868.75;Enemy
75;2924;298;3912.625;Enemy
76;2180;339;2790.25;Fall
77;1508;357;2240.0;Fall
78;1524;357;2240.25;Fall
79;1552;357;2550.625;Enemy
80;18844;300;6528.125;Win
81;1520;360;2487.625;Enemy
82;2256;339;4024.75;Enemy
83;1524;15;2240.125;Fall
84;1308;367;2240.5;Fall
85;1308;367;2240.5;Fall
86;1308;367;2240.0;Fall
87;1308;367;2240.0;Fall
88;1308;367;2240.0;Fall
89;1308;367;2240.0;Fall
90;256;393;647.625;Enemy
91;256;393;650.25;Enemy
92;208;386;545.375;Enemy
93;240;390;606.0;Enemy
94;712;0;1184.375;Time
95;1436;338;2487.125;Enemy
96;1520;358;2487.625;Enemy
97;1668;353;2550.125;Enemy
98;18228;264;6528.0;Win
99;1420;360;2488.125;Enemy
100;1452;357;2528.0;Enemy
101;1624;360;2240.25;Fall
102;1308;367;2240.5;Fall
103;776;382;1318.125;Enemy
104;19362;299;6529.375;Win
105;1308;367;2240.5;Fall
106;1308;367;2240.5;Fall
107;1308;367;2240.0;Fall
108;1308;367;2240.5;Fall
109;1200;357;1792.125;Enemy
110;1420;268;2487.625;Enemy
111;1736;353;2537.0;Enemy
112;824;378;1440.0;Enemy
113;824;378;1440.125;Enemy
114;824;378;1431.625;Enemy
115;18414;295;6528.25;Win
116;1420;362;2487.625;Enemy
117;1420;362;2487.625;Enemy
118;1420;362;2487.625;Enemy
119;1420;362;2487.625;Enemy
120;1420;362;2487.625;Enemy
121;1420;362;2487.625;Enemy
122;1620;344;2487.625;Enemy
123;824;378;1440.125;Enemy
124;824;105;1358.25;Enemy
125;1420;361;2487.625;Enemy
126;824;378;1440.125;Enemy
127;712;0;1184.375;Time
128;824;378;1440.125;Enemy
129;3040;316;3993.5;Enemy
130;19696;294;6529.375;Win
131;1308;367;2240.5;Fall
132;1420;362;2487.625;Enemy
133;1420;362;2487.625;Enemy
134;1736;345;2487.875;Enemy
135;824;378;1440.125;Enemy
136;712;0;1184.0;Time
137;712;0;1184.375;Time
138;824;378;1440.125;Enemy
139;712;0;1184.375;Time
140;712;0;1184.375;Time
141;1308;367;2242.875;Fall
142;1308;367;2240.0;Fall
143;1308;367;2240.75;Fall
144;1308;367;2240.0;Fall
145;1308;367;2241.5;Fall
146;1308;367;2240.0;Fall
147;1336;360;2537.0;Enemy
148;1336;360;2537.0;Enemy
149;1336;360;2537.0;Enemy
150;1308;367;2240.0;Fall
151;1336;360;2537.0;Enemy
152;1308;367;2240.0;Fall
153;1336;360;2537.0;Enemy
154;1308;367;2241.5;Fall
155;1308;367;2240.0;Fall
156;1308;367;2240.0;Fall
157;1308;367;2240.0;Fall
158;1308;367;2240.0;Fall
159;1308;367;2240.0;Fall
160;1308;367;2241.125;Fall
161;1308;367;2240.0;Fall
162;1200;0;1792.375;Time
163;1308;367;2240.0;Fall
164;712;0;1184.375;Time
165;712;0;1184.125;Time
166;1308;367;2240.5;Fall
167;1308;367;2240.5;Fall
168;1308;367;2240.5;Fall
169;1308;367;2240.5;Fall
170;1308;367;2240.5;Fall
171;1308;367;2240.5;Fall
172;1308;367;2240.5;Fall
173;1308;367;2240.375;Fall
174;1308;367;2240.5;Fall
175;1308;367;2240.125;Fall
176;1308;367;2240.5;Fall
177;712;0;1184.375;Time
178;924;0;1440.125;Time
179;1308;367;2240.5;Fall
180;1308;367;2240.5;Fall
181;1308;367;2240.5;Fall
182;1308;367;2240.5;Fall
183;1308;367;2240.5;Fall
184;1308;367;2240.5;Fall
185;1308;367;2240.5;Fall
186;1308;367;2240.375;Fall
187;1308;367;2240.5;Fall
188;1100;0;1792.375;Time
189;1308;367;2240.5;Fall
190;712;0;1184.375;Time
191;712;0;1184.375;Time
192;1308;367;2240.5;Fall
193;1308;367;2240.5;Fall
194;1308;367;2240.5;Fall
195;1308;367;2240.5;Fall
196;1308;367;2240.5;Fall
197;1308;367;2240.5;Fall
198;712;0;1184.375;Time
199;712;0;1184.375;Time
200;1308;367;2240.5;Fall
201;1308;367;2240.5;Fall
202;1308;367;2240.5;Fall
203;1100;0;1792.375;Time
204;924;0;1440.125;Time
205;924;0;1279.875;Time
206;712;0;961.0;Time
207;1308;365;2240.125;Fall
208;1308;367;2240.125;Fall
209;1308;367;2240.125;Fall
210;712;0;1184.375;Time
211;712;0;1184.375;Time
212;712;0;1184.375;Time
213;824;378;1440.125;Enemy
214;712;0;1184.375;Time
215;712;0;1184.375;Time
216;712;0;1184.375;Time
217;712;0;1184.375;Time
218;712;0;1184.375;Time
219;712;0;1184.375;Time
220;2284;365;3593.25;Enemy
221;1100;0;1792;Time
222;1420;362;2487.625;Enemy
223;1100;0;1792;Time
224;1420;362;2487.625;Enemy
225;1100;0;1792;Time
226;1420;362;2487.625;Enemy
227;1420;362;2487.625;Enemy
228;1100;0;1792;Time
229;1420;362;2487.625;Enemy
230;1100;0;1792;Time
231;1420;362;2487.625;Enemy
232;1420;362;2487.625;Enemy
233;1100;0;1792;Time
234;1420;362;2487.625;Enemy
235;1420;362;2487.625;Enemy
236;1100;0;1792;Time
237;1420;362;2487.625;Enemy
238;1100;0;1792;Time
239;1420;362;2487.625;Enemy
240;1100;0;1792;Time
241;1100;0;1792;Time
242;1100;0;1792;Time
243;1100;0;1792;Time
244;1420;362;2487.625;Enemy
245;1420;362;2487.625;Enemy
246;1420;362;2487.625;Enemy
247;1420;362;2487.625;Enemy
248;1420;362;2487.625;Enemy
249;1420;362;2487.625;Enemy
250;1420;362;2487.625;Enemy
251;1420;362;2487.625;Enemy
252;1420;362;2487.625;Enemy
253;1420;362;2487.625;Enemy
254;1420;362;2487.625;Enemy
255;1420;362;2487.625;Enemy
256;1420;362;2487.625;Enemy
257;1420;362;2487.625;Enemy
258;1420;362;2487.625;Enemy
259;1420;362;2487.625;Enemy
260;1420;362;2487.625;Enemy
261;1420;362;2487.625;Enemy
262;1420;362;2487.625;Enemy
263;1420;362;2487.625;Enemy
264;1420;362;2487.625;Enemy
265;1420;362;2487.625;Enemy
266;1420;362;2487.625;Enemy
267;1420;362;2487.625;Enemy
268;1420;362;2487.625;Enemy
269;1420;362;2487.625;Enemy
270;1420;362;2487.625;Enemy
271;1420;362;2487.625;Enemy
272;1420;362;2487.625;Enemy
273;1420;362;2487.625;Enemy
274;1420;362;2487.625;Enemy
275;1420;362;2487.625;Enemy
276;1420;362;2487.625;Enemy
277;1420;362;2487.625;Enemy
278;1420;362;2487.625;Enemy
279;1420;362;2487.625;Enemy
280;1420;362;2487.625;Enemy
281;1420;362;2487.625;Enemy
282;1420;362;2487.625;Enemy
283;1420;362;2487.625;Enemy
284;1420;362;2487.625;Enemy
285;1420;362;2487.625;Enemy
286;1420;362;2487.625;Enemy
287;1420;362;2487.625;Enemy
288;1420;362;2487.625;Enemy
289;1420;362;2487.625;Enemy
290;1420;362;2487.625;Enemy
291;1420;362;2487.625;Enemy
292;1420;362;2487.625;Enemy
293;1420;362;2487.625;Enemy
294;1420;362;2487.625;Enemy
295;1420;362;2487.625;Enemy
296;1420;362;2487.625;Enemy
297;1420;362;2487.625;Enemy
298;1420;362;2487.625;Enemy
299;1420;362;2487.625;Enemy
300;824;378;1440.125;Enemy
301;712;0;960.875;Time
302;1408;363;2240.125;Fall
303;1420;362;2487.625;Enemy
304;924;0;1280;Time
305;0;0;0.25;Time
306;0;0;0.75;Time
307;0;0;0.75;Time
308;0;0;1.0;Time
309;0;0;0.25;Time
310;0;0;0.5;Time
311;0;0;0.75;Time
312;0;0;0.75;Time
313;0;0;0.75;Time
314;0;0;1;Time
315;0;0;1;Time
316;0;0;1;Time
317;0;0;1;Time
318;0;0;1;Time
319;0;0;1;Time
320;0;0;1;Time
321;0;0;1;Time
322;0;0;1;Time
323;0;0;1;Time
324;0;0;1;Time
325;0;0;1;Time
326;0;0;1;Time
327;0;0;1;Time
328;0;0;1;Time
329;0;0;1;Time
330;0;0;1;Time
331;0;0;1;Time
332;0;0;1;Time
333;0;0;1;Time
334;0;0;1;Time
335;0;0;1;Time
336;0;0;0.5;Time
337;0;0;0.875;Time
338;0;0;0.875;Time
339;0;0;0.75;Time
340;0;0;0.25;Time
341;0;0;0.75;Time
342;0;0;0.75;Time
343;0;0;0.75;Time
344;0;0;0.75;Time
345;0;0;0.75;Time
346;0;0;0.75;Time
347;0;0;0.75;Time
348;0;0;0.75;Time
349;0;0;0.25;Time
350;0;0;0.75;Time
351;0;0;0.75;Time
352;0;0;0.75;Time
353;0;0;0.25;Time
354;0;0;0.75;Time
355;0;0;0.75;Time
