Game;Score;Time;X_position;Cause_of_end
195;256;394;650.25;Enemy
196;256;394;650.25;Enemy
197;256;394;650.25;Enemy
198;256;394;650.25;Enemy
199;256;394;650.25;Enemy
200;256;394;650.25;Enemy
201;256;394;650.25;Enemy
202;256;394;650.25;Enemy
203;256;394;650.25;Enemy
204;256;394;650.125;Enemy
205;256;394;650.25;Enemy
206;256;394;650.25;Enemy
207;256;394;650.25;Enemy
208;256;394;650.125;Enemy
209;256;394;650.125;Enemy
210;256;394;650.25;Enemy
211;256;394;650.25;Enemy
212;256;394;650.25;Enemy
213;256;394;650.25;Enemy
214;256;394;650.125;Enemy
215;256;394;650.25;Enemy
216;256;394;650.25;Enemy
217;256;394;650.25;Enemy
218;256;394;650.25;Enemy
219;256;394;650.25;Enemy
220;256;394;650.25;Enemy
221;256;394;650.25;Enemy
222;256;394;650.25;Enemy
223;256;394;650.25;Enemy
224;256;394;650.25;Enemy
225;256;394;650.25;Enemy
226;256;394;650.25;Enemy
227;256;394;650.25;Enemy
228;256;394;650.125;Enemy
229;256;394;650.25;Enemy
230;256;394;650.0;Enemy
231;256;394;650.25;Enemy
232;256;394;650.25;Enemy
233;0;0;1.0;Time
234;0;0;80.125;Time
235;256;394;650.25;Enemy
236;256;394;650.25;Enemy
237;256;394;650.125;Enemy
238;256;394;650.25;Enemy
239;256;394;650.25;Enemy
240;0;0;1.0;Time
241;256;394;650.25;Enemy
242;256;394;650.25;Enemy
243;256;394;650.25;Enemy
244;240;387;646.875;Enemy
245;256;394;650.25;Enemy
246;256;394;650.25;Enemy
247;256;394;650.25;Enemy
248;256;394;650.125;Enemy
249;256;394;650.25;Enemy
250;256;394;650.25;Enemy
251;256;394;650.25;Enemy
252;256;394;650.25;Enemy
253;256;394;650.25;Enemy
254;256;394;650.25;Enemy
255;256;394;650.25;Enemy
256;256;394;650.25;Enemy
257;256;394;650.125;Enemy
258;256;390;650.375;Enemy
259;256;394;650.25;Enemy
260;256;394;650.25;Enemy
261;256;394;650.25;Enemy
262;256;394;650.25;Enemy
263;256;394;650.25;Enemy
264;256;394;650.125;Enemy
265;256;394;650.25;Enemy
266;256;394;650.25;Enemy
267;256;394;650.25;Enemy
268;240;391;647.75;Enemy
269;256;394;650.125;Enemy
270;256;394;650.25;Enemy
271;256;391;650.375;Enemy
272;256;394;650.25;Enemy
273;256;391;646.875;Enemy
274;256;394;650.125;Enemy
275;256;394;650.25;Enemy
276;256;394;650.25;Enemy
277;256;394;650.25;Enemy
278;256;394;650.25;Enemy
279;256;394;650.25;Enemy
280;256;394;650.25;Enemy
281;256;394;650.25;Enemy
282;256;394;650.25;Enemy
283;256;394;650.25;Enemy
284;256;394;650.25;Enemy
285;256;394;650.25;Enemy
286;256;394;650.25;Enemy
287;256;394;650.25;Enemy
288;256;394;650.25;Enemy
289;256;394;650.25;Enemy
290;256;394;650.25;Enemy
291;256;394;650.25;Enemy
292;256;394;650.25;Enemy
293;256;394;650.25;Enemy
294;256;394;650.25;Enemy
295;256;394;650.25;Enemy
296;256;394;650.25;Enemy
297;256;394;650.25;Enemy
298;256;394;650.25;Enemy
299;256;394;650.25;Enemy
300;256;394;650.25;Enemy
301;256;394;650.25;Enemy
302;256;394;650.25;Enemy
303;256;394;650.25;Enemy
304;256;394;650.25;Enemy
305;256;394;650.25;Enemy
306;256;394;650.25;Enemy
307;256;394;650.25;Enemy
308;256;394;650.25;Enemy
309;256;394;650.25;Enemy
310;256;394;650.25;Enemy
311;256;394;650.25;Enemy
312;256;394;650.25;Enemy
313;256;394;650.25;Enemy
314;256;394;650.25;Enemy
315;256;394;650.25;Enemy
316;256;394;650.25;Enemy
317;256;394;650.25;Enemy
318;256;394;650.25;Enemy
319;256;394;650.25;Enemy
320;256;394;650.25;Enemy
321;256;394;650.25;Enemy
322;256;394;650.25;Enemy
323;256;394;650.25;Enemy
324;256;394;650.25;Enemy
325;256;394;650.25;Enemy
326;256;394;650.25;Enemy
327;256;394;650.25;Enemy
328;256;394;650.25;Enemy
329;256;394;650.25;Enemy
330;256;394;650.25;Enemy
331;256;394;650.25;Enemy
332;256;394;650.25;Enemy
333;256;394;650.25;Enemy
334;256;394;650.25;Enemy
335;256;394;650.25;Enemy
336;256;394;650.25;Enemy
337;256;394;650.25;Enemy
338;256;394;650.25;Enemy
339;256;394;650.25;Enemy
340;256;394;650.25;Enemy
341;256;394;650.25;Enemy
342;256;394;650.25;Enemy
343;256;394;650.25;Enemy
344;256;394;650.25;Enemy
345;256;394;650.25;Enemy
346;256;394;650.25;Enemy
347;256;394;650.25;Enemy
348;256;394;650.25;Enemy
349;256;394;650.25;Enemy
350;256;394;650.25;Enemy
351;256;394;650.25;Enemy
352;256;394;650.25;Enemy
353;256;394;650.25;Enemy
354;256;394;650.25;Enemy
355;256;394;650.25;Enemy
356;256;394;650.25;Enemy
357;256;394;650.25;Enemy
358;256;394;650.25;Enemy
359;256;394;650.25;Enemy
360;256;394;650.25;Enemy
361;256;394;650.25;Enemy
362;256;394;650.25;Enemy
363;256;394;650.25;Enemy
364;256;394;650.25;Enemy
365;256;394;650.25;Enemy
366;256;394;650.25;Enemy
367;256;394;650.25;Enemy
368;256;394;650.25;Enemy
369;256;394;650.25;Enemy
370;256;394;650.25;Enemy
371;256;394;650.25;Enemy
372;256;394;650.25;Enemy
373;256;394;650.25;Enemy
374;256;394;650.25;Enemy
375;256;394;650.25;Enemy
376;256;394;650.25;Enemy
377;256;394;650.25;Enemy
378;256;394;650.25;Enemy
379;256;394;650.25;Enemy
380;256;394;650.25;Enemy
381;256;394;650.25;Enemy
382;256;394;650.25;Enemy
383;256;394;650.25;Enemy
384;256;394;650.25;Enemy
385;256;394;650.25;Enemy
386;256;394;650.25;Enemy
387;256;394;650.25;Enemy
388;256;394;650.25;Enemy
389;256;394;650.25;Enemy
390;256;394;650.25;Enemy
391;256;394;650.25;Enemy
392;256;394;650.25;Enemy
393;256;394;650.25;Enemy
394;256;394;650.25;Enemy
395;256;394;650.25;Enemy
396;256;394;650.25;Enemy
397;256;394;650.25;Enemy
398;256;394;650.25;Enemy
399;256;394;650.25;Enemy
400;256;394;650.25;Enemy
401;256;394;650.25;Enemy
402;256;394;650.25;Enemy
403;256;394;650.25;Enemy
404;256;394;650.25;Enemy
405;256;394;650.25;Enemy
406;256;394;650.25;Enemy
407;256;394;650.25;Enemy
408;256;394;650.25;Enemy
409;256;394;650.25;Enemy
410;256;394;650.25;Enemy
411;256;394;650.25;Enemy
412;256;394;650.25;Enemy
413;256;394;650.25;Enemy
414;256;394;650.25;Enemy
415;256;394;650.25;Enemy
416;256;394;650.25;Enemy
417;256;394;650.25;Enemy
418;256;394;650.25;Enemy
419;256;394;650.25;Enemy
420;256;394;650.25;Enemy
421;256;394;650.25;Enemy
422;256;394;650.25;Enemy
423;256;394;650.25;Enemy
424;256;394;650.25;Enemy
425;256;394;650.25;Enemy
426;256;394;650.25;Enemy
427;256;394;650.25;Enemy
428;256;394;650.25;Enemy
429;256;394;650.25;Enemy
430;256;394;650.25;Enemy
431;256;394;650.25;Enemy
432;256;394;650.25;Enemy
433;256;394;650.25;Enemy
434;256;394;650.25;Enemy
435;256;394;650.25;Enemy
436;256;394;650.25;Enemy
437;256;394;650.25;Enemy
438;256;394;650.25;Enemy
439;256;394;650.25;Enemy
440;256;394;650.25;Enemy
441;256;394;650.25;Enemy
442;256;394;650.25;Enemy
443;256;394;650.25;Enemy
444;256;394;650.25;Enemy
445;256;394;650.25;Enemy
446;256;394;650.25;Enemy
447;256;394;650.25;Enemy
448;256;394;650.25;Enemy
449;256;394;650.25;Enemy
450;256;394;650.25;Enemy
451;256;394;650.25;Enemy
452;256;394;650.25;Enemy
453;256;394;650.25;Enemy
454;256;394;650.25;Enemy
455;256;394;650.25;Enemy
456;256;394;650.25;Enemy
457;256;394;650.25;Enemy
458;256;394;650.25;Enemy
459;256;394;650.25;Enemy
460;256;394;650.25;Enemy
461;256;394;650.25;Enemy
462;256;394;650.25;Enemy
463;256;394;650.25;Enemy
464;256;394;650.25;Enemy
465;256;394;650.25;Enemy
466;256;394;650.25;Enemy
467;256;394;650.25;Enemy
468;256;394;650.25;Enemy
469;256;394;650.25;Enemy
470;256;394;650.25;Enemy
471;256;394;650.25;Enemy
472;256;394;650.25;Enemy
473;256;394;650.25;Enemy
474;256;394;650.25;Enemy
475;256;394;650.25;Enemy
476;256;394;650.25;Enemy
477;256;394;650.25;Enemy
478;256;394;650.25;Enemy
479;256;394;650.25;Enemy
480;256;394;650.25;Enemy
481;256;394;650.25;Enemy
482;256;394;650.25;Enemy
483;256;394;650.25;Enemy
484;256;394;650.25;Enemy
485;256;394;650.25;Enemy
486;256;394;650.25;Enemy
487;256;394;650.25;Enemy
488;256;394;650.25;Enemy
489;256;394;650.25;Enemy
490;256;394;650.25;Enemy
491;256;394;650.25;Enemy
492;256;394;650.25;Enemy
493;256;394;650.25;Enemy
494;256;394;650.25;Enemy
495;256;394;650.25;Enemy
496;256;394;650.25;Enemy
497;256;394;650.25;Enemy
498;256;394;650.25;Enemy
499;256;394;650.25;Enemy
500;256;394;650.25;Enemy
501;256;394;650.25;Enemy
502;256;394;650.25;Enemy
503;256;394;650.25;Enemy
504;256;394;650.25;Enemy
505;256;394;650.25;Enemy
506;256;394;650.25;Enemy
507;256;394;650.25;Enemy
508;256;394;650.25;Enemy
509;256;394;650.25;Enemy
510;256;394;650.25;Enemy
511;256;394;650.25;Enemy
512;256;394;650.25;Enemy
513;256;394;650.25;Enemy
514;256;394;650.25;Enemy
515;256;394;650.25;Enemy
516;256;394;650.25;Enemy
517;256;394;650.25;Enemy
518;256;394;650.25;Enemy
519;256;394;650.25;Enemy
