Game;Score;Time;X_position;Cause_of_end
260;19346;303;6528.25;Win
261;19346;303;6528.25;Win
262;19346;303;6528.25;Win
263;19346;303;6528.25;Win
264;19346;303;6528.25;Win
265;19346;303;6528.25;Win
266;19346;303;6528.25;Win
267;19346;303;6528.25;Win
268;19346;303;6528.25;Win
269;19296;302;6528.25;Win
270;824;378;1440.25;Enemy
271;824;378;1440.125;Enemy
272;824;378;1440.125;Enemy
273;712;0;1184.0;Time
274;712;0;1184.375;Time
275;712;0;1184.375;Time
276;824;378;1440.125;Enemy
277;712;0;1184.375;Time
278;19346;303;6528.25;Win
279;19330;303;6528.25;Win
280;20764;314;6529.0;Win
281;20764;314;6529.0;Win
282;20764;314;6529.0;Win
283;20764;314;6529.0;Win
284;20764;314;6529.0;Win
285;20764;314;6529.0;Win
286;20764;314;6529.0;Win
287;20764;314;6529.0;Win
288;20764;314;6529.0;Win
289;20764;314;6529.0;Win
290;1100;0;1792;Time
291;19330;303;6528.25;Win
292;1100;0;1792;Time
293;824;378;1440.125;Enemy
294;824;378;1440.125;Enemy
295;824;378;1440.125;Enemy
296;824;378;1440.0;Enemy
297;824;378;1440.125;Enemy
298;824;378;1440.0;Enemy
299;1308;367;2240.5;Fall
300;1308;367;2240.5;Fall
301;1308;367;2240.375;Fall
302;1308;367;2240.5;Fall
303;1308;367;2240.5;Fall
304;1308;367;2240.375;Fall
305;1308;367;2240.125;Fall
306;1308;367;2240.5;Fall
307;1308;367;2240.375;Fall
308;1308;367;2240.5;Fall
309;1308;367;2240.125;Fall
310;1308;367;2240.5;Fall
311;1308;367;2240.375;Fall
312;1308;367;2240.375;Fall
313;1308;367;2240.5;Fall
314;1308;367;2240.125;Fall
315;1308;367;2240.375;Fall
316;1308;367;2240.5;Fall
317;1308;367;2240.125;Fall
318;1308;367;2240.5;Fall
319;20764;314;6529.0;Win
320;19330;303;6528.25;Win
321;20764;314;6529.0;Win
322;20764;314;6529.0;Win
323;20764;314;6529.0;Win
324;20764;314;6529.0;Win
325;1308;367;2240.5;Fall
326;1308;367;2240.5;Fall
327;19330;303;6528.25;Win
328;19330;303;6528.25;Win
329;20764;314;6529.0;Win
330;20764;314;6529.0;Win
331;20664;312;6529.0;Win
332;1788;360;3370.375;Enemy
333;1308;367;2240.5;Fall
334;1308;367;2240.5;Fall
335;1308;367;2240.5;Fall
336;1308;367;2240.5;Fall
337;1308;367;2240.375;Fall
338;1308;367;2240.375;Fall
339;824;378;1440.125;Enemy
340;824;378;1440.125;Enemy
341;824;378;1440.125;Enemy
342;824;378;1440.125;Enemy
343;824;378;1440.125;Enemy
344;1308;366;2240.0;Fall
345;1308;367;2240.5;Fall
346;1308;367;2240.5;Fall
347;1308;367;2240.5;Fall
348;1308;367;2240.5;Fall
349;1308;367;2240.125;Fall
350;1308;367;2240.5;Fall
351;1308;367;2240.5;Fall
352;1308;367;2240.375;Fall
353;1308;367;2240.5;Fall
354;1308;367;2240.5;Fall
355;1308;367;2240.5;Fall
356;1308;367;2240.5;Fall
357;1308;367;2240.5;Fall
358;1308;367;2240.5;Fall
359;1308;367;2240.5;Fall
360;1308;367;2240.5;Fall
361;1308;367;2240.5;Fall
362;1308;367;2240.5;Fall
363;1308;367;2240.5;Fall
364;1308;367;2240.5;Fall
365;1308;367;2240.5;Fall
366;1308;367;2240.5;Fall
367;1308;367;2240.375;Fall
368;1308;367;2240.5;Fall
369;1308;367;2240.5;Fall
370;1308;367;2240.375;Fall
371;1308;367;2240.5;Fall
372;1308;367;2240.375;Fall
373;1308;367;2240.5;Fall
374;1308;367;2240.375;Fall
375;1308;367;2240.375;Fall
376;1308;367;2240.375;Fall
377;1308;367;2240.375;Fall
378;1308;367;2240.375;Fall
379;1308;367;2240.375;Fall
380;1308;367;2240.375;Fall
381;1308;367;2240.375;Fall
382;1308;367;2240.375;Fall
383;1308;367;2240.375;Fall
384;1308;367;2240.375;Fall
385;1308;367;2240.375;Fall
386;1308;367;2240.375;Fall
387;1308;367;2240.375;Fall
388;1308;367;2240.5;Fall
389;1308;367;2240.5;Fall
390;1308;367;2240.5;Fall
391;1308;367;2240.5;Fall
392;1308;367;2240.5;Fall
393;1308;367;2240.5;Fall
394;1308;367;2240.5;Fall
395;1308;367;2240.5;Fall
396;1308;367;2240.5;Fall
397;1308;367;2240.5;Fall
398;1308;367;2240.5;Fall
399;1308;367;2240.5;Fall
400;1308;367;2240.5;Fall
401;1308;367;2240.5;Fall
402;1308;367;2240.5;Fall
403;1308;367;2240.5;Fall
404;1308;367;2240.5;Fall
405;1308;367;2240.5;Fall
406;1308;367;2240.5;Fall
407;1308;367;2240.5;Fall
408;1308;367;2240.5;Fall
409;1308;367;2240.5;Fall
410;1308;367;2240.5;Fall
411;1308;367;2240.5;Fall
412;1308;367;2240.5;Fall
413;1308;367;2240.5;Fall
414;1308;367;2240.5;Fall
415;1308;367;2240.5;Fall
416;1308;367;2240.5;Fall
417;1308;367;2240.5;Fall
418;1308;367;2240.5;Fall
419;1308;367;2240.5;Fall
420;1308;367;2240.5;Fall
421;1308;367;2240.5;Fall
422;1308;367;2240.5;Fall
423;1308;367;2240.5;Fall
424;1308;367;2240.5;Fall
425;1308;367;2240.5;Fall
426;1308;367;2240.5;Fall
427;1308;367;2240.5;Fall
428;1308;367;2240.5;Fall
429;1308;367;2240.5;Fall
430;1308;367;2240.5;Fall
431;1308;367;2240.5;Fall
432;1308;367;2240.5;Fall
433;1308;367;2240.5;Fall
434;1308;367;2240.5;Fall
435;1308;367;2240.5;Fall
436;1308;367;2240.5;Fall
437;1308;367;2240.5;Fall
438;1308;367;2240.5;Fall
439;1308;367;2240.5;Fall
440;1308;367;2240.5;Fall
441;1308;367;2240.5;Fall
442;1308;367;2240.5;Fall
443;1308;367;2240.5;Fall
444;1308;367;2240.5;Fall
445;1308;367;2240.5;Fall
446;1308;367;2240.5;Fall
447;1308;367;2240.5;Fall
448;1308;367;2240.5;Fall
449;1308;367;2240.5;Fall
450;1308;367;2240.5;Fall
451;1308;367;2240.5;Fall
452;1308;367;2240.5;Fall
453;1308;367;2240.5;Fall
454;1308;367;2240.5;Fall
455;1308;367;2240.5;Fall
456;1308;367;2240.5;Fall
457;1308;367;2240.5;Fall
458;1308;367;2240.5;Fall
459;1308;367;2240.5;Fall
460;1308;367;2240.5;Fall
461;1308;367;2240.5;Fall
462;1308;367;2240.5;Fall
463;1308;367;2240.5;Fall
464;1308;367;2240.5;Fall
465;1308;367;2240.5;Fall
466;1308;367;2240.5;Fall
467;1308;367;2240.5;Fall
468;1308;367;2240.5;Fall
469;1308;367;2240.5;Fall
470;1308;367;2240.5;Fall
471;1308;367;2240.5;Fall
472;1308;367;2240.5;Fall
473;1308;367;2240.5;Fall
